,_id,iterationName,eventType,finalCount,gameID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trialNum,sectionTrial,cardinality,base,target,response,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,writingTime,initTime,endTime,gender,age,comments,understood,totalLength,distracted,distractedGame,failedGame,failedOutlier,complete,nonsenseGame
4434,62101392e670ba66f0c1d933,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.48,48.0,16.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1645220752795.0,1645220752795.0,1529.0,1529.0,642,887.0,1645220648043.0,1645220754324.0,,,,,,False,False,False,False,True,False
4436,62101393e670ba66f0c1d935,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.17,117.0,39.0,4.0,4.0,4,ko,ko,1.0,0.0,{},1645220755958.0,1645220755958.0,1115.0,1115.0,444,671.0,1645220576374.0,1645220757073.0,,,,,,False,False,False,False,True,False
4437,62101394e670ba66f0c1d936,run1,tutorial,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.78,78.0,27.0,7.0,7.0,2,si-he-ka,siheka,1.0,0.0,{},1645220751214.0,1645220751214.0,4264.0,4264.0,1545,2719.0,1645220640676.0,1645220755478.0,,,,,,False,False,False,False,True,False
4438,62101394e670ba66f0c1d937,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.51,51.0,17.0,3.0,3.0,4,ha,ha,1.0,0.0,{},1645220755328.0,1645220755328.0,1008.0,1008.0,227,781.0,1645220648043.0,1645220756336.0,,,,,,False,False,False,False,True,False
4439,62101395e670ba66f0c1d938,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.3,30.0,10.0,1.0,1.0,4,ke,ke,1.0,0.0,{},1645220754310.0,1645220754310.0,2878.0,2878.0,1822,1056.0,1645220662737.0,1645220757188.0,,,,,,False,False,False,False,True,False
4441,62101397e670ba66f0c1d93a,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.54,54.0,18.0,4.0,4.0,4,se,se,1.0,0.0,{},1645220757340.0,1645220757340.0,1459.0,1459.0,572,887.0,1645220648043.0,1645220758799.0,,,,,,False,False,False,False,True,False
4442,62101398e670ba66f0c1d93b,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.81,81.0,27.0,7.0,7.0,2,si-he-ka,siheka,1.0,0.0,{},1645220756490.0,1645220756490.0,2927.0,2927.0,882,2045.0,1645220640676.0,1645220759417.0,,,,,,False,False,False,False,True,False
4444,62101398e670ba66f0c1d93d,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.2,120.0,40.0,5.0,5.0,4,ko-ti,koti,1.0,0.0,{},1645220758079.0,1645220758079.0,3676.0,3676.0,1166,2510.0,1645220576374.0,1645220761755.0,,,,,,False,False,False,False,True,False
4445,62101399e670ba66f0c1d93e,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.33,33.0,11.0,2.0,2.0,4,si,si,1.0,0.0,{},1645220758190.0,1645220758190.0,2454.0,2454.0,1352,1102.0,1645220662737.0,1645220760644.0,,,,,,False,False,False,False,True,False
4446,6210139ae670ba66f0c1d93f,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.57,57.0,19.0,5.0,5.0,4,se-to,seto,1.0,0.0,{},1645220759803.0,1645220759803.0,2426.0,2426.0,273,2153.0,1645220648043.0,1645220762229.0,,,,,,False,False,False,False,True,False
4447,6210139be670ba66f0c1d940,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.84,84.0,28.0,1.0,1.0,2,ka,ka,1.0,0.0,{},1645220760431.0,1645220760431.0,1929.0,1929.0,1274,655.0,1645220640676.0,1645220762360.0,,,,,,False,False,False,False,True,False
4448,6210139be670ba66f0c1d941,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.23,123.0,41.0,6.0,6.0,4,ko-he,kohe,1.0,0.0,{},1645220762763.0,1645220762763.0,1771.0,1771.0,347,1424.0,1645220576374.0,1645220764534.0,,,,,,False,False,False,False,True,False
4450,6210139de670ba66f0c1d943,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.36,36.0,12.0,3.0,3.0,4,hu,hu,1.0,0.0,{},1645220761647.0,1645220761647.0,2885.0,2885.0,1318,1567.0,1645220662737.0,1645220764532.0,,,,,,False,False,False,False,True,False
4451,6210139de670ba66f0c1d944,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.87,87.0,29.0,2.0,2.0,2,he,he,1.0,0.0,{},1645220763371.0,1645220763371.0,1508.0,1508.0,882,626.0,1645220640676.0,1645220764879.0,,,,,,False,False,False,False,True,False
4452,6210139ee670ba66f0c1d945,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.26,126.0,42.0,7.0,7.0,4,ko-nu,konu,1.0,0.0,{},1645220765537.0,1645220765537.0,2152.0,2152.0,723,1429.0,1645220576374.0,1645220767689.0,,,,,,False,False,False,False,True,False
4453,621013a0e670ba66f0c1d946,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.9,90.0,30.0,3.0,3.0,2,he-ka,heka,1.0,0.0,{},1645220765893.0,1645220765893.0,1962.0,1962.0,701,1261.0,1645220640676.0,1645220767855.0,,,,,,False,False,False,False,True,False
4454,621013a0e670ba66f0c1d947,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.39,39.0,13.0,4.0,4.0,4,no,no,1.0,0.0,{},1645220765534.0,1645220765534.0,2718.0,2718.0,1525,1193.0,1645220662737.0,1645220768252.0,,,,,,False,False,False,False,True,False
4455,621013a1e670ba66f0c1d948,run1,tutorial,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.57,57.0,20.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1645220763232.0,1645220763232.0,5350.0,5350.0,3562,1788.0,1645220648043.0,1645220768582.0,,,,,,False,False,False,False,True,False
4456,621013a5e670ba66f0c1d949,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.6,60.0,20.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1645220769589.0,1645220769589.0,3093.0,3093.0,1490,1603.0,1645220648043.0,1645220772682.0,,,,,,False,False,False,False,True,False
4458,621013a5e670ba66f0c1d94b,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.29,129.0,43.0,8.0,8.0,4,he-ko,heko,1.0,0.0,{},1645220768696.0,1645220768696.0,6268.0,6268.0,530,5738.0,1645220576374.0,1645220774964.0,,,,,,False,False,False,False,True,False
4459,621013a6e670ba66f0c1d94c,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.93,93.0,31.0,4.0,4.0,2,si,si,1.0,0.0,{},1645220768871.0,1645220768871.0,5241.0,5241.0,4584,657.0,1645220640676.0,1645220774112.0,,,,,,False,False,False,False,True,False
4460,621013a8e670ba66f0c1d94d,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.63,63.0,21.0,1.0,1.0,4,to,to,1.0,0.0,{},1645220773687.0,1645220773687.0,2389.0,2389.0,753,1636.0,1645220648043.0,1645220776076.0,,,,,,False,False,False,False,True,False
4462,621013a9e670ba66f0c1d94f,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.96,96.0,32.0,5.0,5.0,2,si-ka,sika,1.0,0.0,{},1645220775128.0,1645220775128.0,1816.0,1816.0,641,1175.0,1645220640676.0,1645220776944.0,,,,,,False,False,False,False,True,False
4463,621013abe670ba66f0c1d950,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.66,66.0,22.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1645220777080.0,1645220777080.0,1775.0,1775.0,303,1472.0,1645220648043.0,1645220778855.0,,,,,,False,False,False,False,True,False
4465,621013ade670ba66f0c1d952,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$0.99,99.0,33.0,6.0,6.0,2,si-he,sihe,1.0,0.0,{},1645220777950.0,1645220777950.0,2553.0,2553.0,1178,1375.0,1645220640676.0,1645220780503.0,,,,,,False,False,False,False,True,False
4466,621013ade670ba66f0c1d953,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.69,69.0,23.0,3.0,3.0,4,ha,ha,1.0,0.0,{},1645220779859.0,1645220779859.0,1607.0,1607.0,793,814.0,1645220648043.0,1645220781466.0,,,,,,False,False,False,False,True,False
4468,621013b0e670ba66f0c1d955,run1,tutorial,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.29,129.0,44.0,9.0,9.0,4,he-ko-ti,hekoti,1.0,0.0,{},1645220775968.0,1645220775968.0,9439.0,9439.0,7119,2320.0,1645220576374.0,1645220785407.0,,,,,,False,False,False,False,True,False
4469,621013b0e670ba66f0c1d956,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.72,72.0,24.0,4.0,4.0,4,se,se,1.0,0.0,{},1645220782469.0,1645220782469.0,1553.0,1553.0,701,852.0,1645220648043.0,1645220784022.0,,,,,,False,False,False,False,True,False
4470,621013b0e670ba66f0c1d957,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.02,102.0,34.0,7.0,7.0,2,si-he-ka,siheka,1.0,0.0,{},1645220781520.0,1645220781520.0,2680.0,2680.0,682,1998.0,1645220640676.0,1645220784200.0,,,,,,False,False,False,False,True,False
4472,621013b3e670ba66f0c1d959,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.32,132.0,44.0,9.0,9.0,4,he-ko-ti,hekoti,1.0,0.0,{},1645220786414.0,1645220786414.0,2170.0,2170.0,888,1282.0,1645220576374.0,1645220788584.0,,,,,,False,False,False,False,True,False
4473,621013b3e670ba66f0c1d95a,run1,tutorial,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.02,102.0,35.0,8.0,8.0,2,nu,nu,1.0,0.0,{},1645220785215.0,1645220785215.0,1793.0,1793.0,1111,682.0,1645220640676.0,1645220787008.0,,,,,,False,False,False,False,True,False
4474,621013b4e670ba66f0c1d95b,run1,tutorial,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.39,39.0,14.0,5.0,5.0,4,no-ke,noke,1.0,0.0,{},1645220769254.0,1645220769254.0,18158.0,18158.0,14017,4141.0,1645220662737.0,1645220787412.0,,,,,,False,False,False,False,True,False
4475,621013b6e670ba66f0c1d95c,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.35,135.0,45.0,1.0,1.0,4,ti,ti,1.0,0.0,{},1645220789590.0,1645220789590.0,1567.0,1567.0,1071,496.0,1645220576374.0,1645220791158.0,,,,,,False,False,False,False,True,False
4476,621013b6e670ba66f0c1d95d,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.05,105.0,35.0,8.0,8.0,2,nu,nu,1.0,0.0,{},1645220788024.0,1645220788024.0,1520.0,1520.0,939,581.0,1645220640676.0,1645220789544.0,,,,,,False,False,False,False,True,False
4477,621013b6e670ba66f0c1d95e,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.75,75.0,25.0,5.0,5.0,4,se-to,seto,1.0,0.0,{},1645220785030.0,1645220785030.0,4815.0,4815.0,1630,3185.0,1645220648043.0,1645220789845.0,,,,,,False,False,False,False,True,False
4479,621013b8e670ba66f0c1d960,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.38,138.0,46.0,2.0,2.0,4,he,he,1.0,0.0,{},1645220792161.0,1645220792161.0,1298.0,1298.0,567,731.0,1645220576374.0,1645220793459.0,,,,,,False,False,False,False,True,False
4480,621013b8e670ba66f0c1d961,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.42,42.0,14.0,5.0,5.0,4,no-ke,noke,1.0,0.0,{},1645220788415.0,1645220788415.0,3303.0,3303.0,2099,1204.0,1645220662737.0,1645220791718.0,,,,,,False,False,False,False,True,False
4481,621013b9e670ba66f0c1d962,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.78,78.0,26.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1645220790850.0,1645220790850.0,2596.0,2596.0,1022,1574.0,1645220648043.0,1645220793446.0,,,,,,False,False,False,False,True,False
4482,621013bae670ba66f0c1d963,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.08,108.0,36.0,1.0,1.0,2,ka,ka,1.0,0.0,{},1645220790569.0,1645220790569.0,2998.0,2998.0,2316,682.0,1645220640676.0,1645220793567.0,,,,,,False,False,False,False,True,False
4483,621013bae670ba66f0c1d964,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.41,141.0,47.0,3.0,3.0,4,nu,nu,1.0,0.0,{},1645220794462.0,1645220794462.0,1269.0,1269.0,623,646.0,1645220576374.0,1645220795731.0,,,,,,False,False,False,False,True,False
4485,621013bce670ba66f0c1d966,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.45,45.0,15.0,1.0,1.0,4,ke,ke,1.0,0.0,{},1645220792720.0,1645220792720.0,2715.0,2715.0,1286,1429.0,1645220662737.0,1645220795435.0,,,,,,False,False,False,False,True,False
4486,621013bde670ba66f0c1d967,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.11,111.0,37.0,2.0,2.0,2,he,he,1.0,0.0,{},1645220794594.0,1645220794594.0,1736.0,1736.0,1058,678.0,1645220640676.0,1645220796330.0,,,,,,False,False,False,False,True,False
4487,621013bde670ba66f0c1d968,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.44,144.0,48.0,4.0,4.0,4,ko,ko,1.0,0.0,{},1645220796737.0,1645220796737.0,1900.0,1900.0,562,1338.0,1645220576374.0,1645220798637.0,,,,,,False,False,False,False,True,False
4489,621013bfe670ba66f0c1d96a,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.48,48.0,16.0,2.0,2.0,4,si,si,1.0,0.0,{},1645220796438.0,1645220796438.0,2533.0,2533.0,1244,1289.0,1645220662737.0,1645220798971.0,,,,,,False,False,False,False,True,False
4490,621013c0e670ba66f0c1d96b,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.14,114.0,38.0,3.0,3.0,2,he-ka,heka,1.0,0.0,{},1645220797348.0,1645220797348.0,2091.0,2091.0,786,1305.0,1645220640676.0,1645220799439.0,,,,,,False,False,False,False,True,False
4491,621013c0e670ba66f0c1d96c,run1,tutorial,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.78,78.0,27.0,7.0,7.0,4,se-ha,seha,1.0,0.0,{},1645220794450.0,1645220794450.0,5604.0,5604.0,3620,1984.0,1645220648043.0,1645220800054.0,,,,,,False,False,False,False,True,False
4493,621013c3e670ba66f0c1d96e,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.51,51.0,17.0,3.0,3.0,4,hu,hu,1.0,0.0,{},1645220799974.0,1645220799974.0,2525.0,2525.0,1223,1302.0,1645220662737.0,1645220802499.0,,,,,,False,False,False,False,True,False
4495,621013c3e670ba66f0c1d970,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.17,117.0,39.0,4.0,4.0,2,si,si,1.0,0.0,{},1645220800466.0,1645220800466.0,2724.0,2724.0,2062,662.0,1645220640676.0,1645220803190.0,,,,,,False,False,False,False,True,False
4496,621013c4e670ba66f0c1d971,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.81,81.0,27.0,7.0,7.0,4,se-ha,seha,1.0,0.0,{},1645220801058.0,1645220801058.0,2355.0,2355.0,667,1688.0,1645220648043.0,1645220803413.0,,,,,,False,False,False,False,True,False
4497,621013c4e670ba66f0c1d972,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.47,147.0,49.0,5.0,5.0,4,ko-ti,koti,1.0,0.0,{},1645220799641.0,1645220799641.0,5720.0,5720.0,3668,2052.0,1645220576374.0,1645220805361.0,,,,,,False,False,False,False,True,False
4498,621013c6e670ba66f0c1d973,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.54,54.0,18.0,4.0,4.0,4,no,no,1.0,0.0,{},1645220803502.0,1645220803502.0,1957.0,1957.0,1288,669.0,1645220662737.0,1645220805459.0,,,,,,False,False,False,False,True,False
4500,621013c7e670ba66f0c1d975,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.5,150.0,50.0,6.0,6.0,4,ko-he,kohe,1.0,0.0,{},1645220806368.0,1645220806368.0,2126.0,2126.0,406,1720.0,1645220576374.0,1645220808494.0,,,,,,False,False,False,False,True,False
4501,621013c7e670ba66f0c1d976,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.2,120.0,40.0,5.0,5.0,2,si-ka,sika,1.0,0.0,{},1645220804205.0,1645220804205.0,2563.0,2563.0,1361,1202.0,1645220640676.0,1645220806768.0,,,,,,False,False,False,False,True,False
4502,621013c8e670ba66f0c1d977,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.84,84.0,28.0,1.0,1.0,4,to,to,1.0,0.0,{},1645220804417.0,1645220804417.0,3282.0,3282.0,1193,2089.0,1645220648043.0,1645220807699.0,,,,,,False,False,False,False,True,False
4504,621013cae670ba66f0c1d979,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.53,153.0,51.0,7.0,7.0,4,ko-nu,konu,1.0,0.0,{},1645220809502.0,1645220809502.0,1921.0,1921.0,286,1635.0,1645220576374.0,1645220811423.0,,,,,,False,False,False,False,True,False
4505,621013cae670ba66f0c1d97a,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.87,87.0,29.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1645220808702.0,1645220808702.0,1205.0,1205.0,353,852.0,1645220648043.0,1645220809907.0,,,,,,False,False,False,False,True,False
4506,621013cae670ba66f0c1d97b,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.57,57.0,19.0,5.0,5.0,4,no-ke,noke,1.0,0.0,{},1645220806461.0,1645220806461.0,3808.0,3808.0,1593,2215.0,1645220662737.0,1645220810269.0,,,,,,False,False,False,False,True,False
4508,621013cce670ba66f0c1d97d,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.9,90.0,30.0,3.0,3.0,4,ha,ha,1.0,0.0,{},1645220810911.0,1645220810911.0,1088.0,1088.0,347,741.0,1645220648043.0,1645220811999.0,,,,,,False,False,False,False,True,False
4510,621013cee670ba66f0c1d97f,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.93,93.0,31.0,4.0,4.0,4,se,se,1.0,0.0,{},1645220813003.0,1645220813003.0,1130.0,1130.0,272,858.0,1645220648043.0,1645220814133.0,,,,,,False,False,False,False,True,False
4511,621013d1e670ba66f0c1d980,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.56,156.0,52.0,8.0,8.0,4,he-ko,heko,1.0,0.0,{},1645220812430.0,1645220812430.0,5735.0,5735.0,4305,1430.0,1645220576374.0,1645220818165.0,,,,,,False,False,False,False,True,False
4512,621013d1e670ba66f0c1d981,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.2,120.0,41.0,6.0,6.0,2,si-he,siheka,0.0,0.0,{},1645220807783.0,1645220807783.0,8601.0,8601.0,4692,3909.0,1645220640676.0,1645220816384.0,,,,,,False,False,False,False,True,False
4514,621013d2e670ba66f0c1d983,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.96,96.0,32.0,5.0,5.0,4,se-to,seto,1.0,0.0,{},1645220815137.0,1645220815137.0,3241.0,3241.0,1648,1593.0,1645220648043.0,1645220818378.0,,,,,,False,False,False,False,True,False
4515,621013d4e670ba66f0c1d984,run1,quiz,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.59,159.0,53.0,9.0,9.0,4,he-ko-ti,hekoti,1.0,0.0,{},1645220819172.0,1645220819172.0,2683.0,2683.0,438,2245.0,1645220576374.0,1645220821855.0,,,,,,False,False,False,False,True,False
4516,621013d6e670ba66f0c1d985,run1,tutorial,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.57,57.0,20.0,6.0,6.0,4,no-si,nosi,1.0,0.0,{},1645220811270.0,1645220811270.0,10269.0,10269.0,8203,2066.0,1645220662737.0,1645220821539.0,,,,,,False,False,False,False,True,False
4517,621013d6e670ba66f0c1d986,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.22,122.0,41.0,6.0,6.0,2,si-he,sihe,1.0,1.0,{},1645220807783.0,1645220816391.0,14064.0,5456.0,4077,1379.0,1645220640676.0,1645220821848.0,,,,,,False,False,False,False,True,False
4518,621013d7e670ba66f0c1d987,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$0.99,99.0,33.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1645220819382.0,1645220819382.0,4028.0,4028.0,2616,1412.0,1645220648043.0,1645220823410.0,,,,,,False,False,False,False,True,False
4519,621013dbe670ba66f0c1d988,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.25,125.0,42.0,7.0,7.0,2,si-he-ka,siheka,1.0,0.0,{},1645220822862.0,1645220822862.0,3586.0,3586.0,1474,2112.0,1645220640676.0,1645220826448.0,,,,,,False,False,False,False,True,False
4520,621013dbe670ba66f0c1d989,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.6,60.0,20.0,6.0,6.0,4,no-si,nosi,1.0,0.0,{},1645220822541.0,1645220822541.0,4782.0,4782.0,2223,2559.0,1645220662737.0,1645220827323.0,,,,,,False,False,False,False,True,False
4522,621013dce670ba66f0c1d98b,run1,quiz,False,G56,,,,60ec4beb693a2fd0c1fb5aaf,61df8999cc7c1c6984f5f11d,621012c6e6cddda91e0e1ada,$1.02,102.0,34.0,7.0,7.0,4,se-ha,seha,1.0,0.0,{},1645220824414.0,1645220824414.0,3667.0,3667.0,1829,1838.0,1645220648043.0,1645220828081.0,,,,,,False,False,False,False,True,False
4523,621013dde670ba66f0c1d98c,run1,tutorial,False,G53,,,,5f11a157188dff03032d37a1,61df8999cc7c1c6984f5f11d,62101293c8358e3a9f6ed152,$1.59,159.0,54.0,0.0,10.0,4,he-ko-he,hekohe,1.0,0.0,{},1645220822861.0,1645220822861.0,7817.0,7817.0,4457,3360.0,1645220576374.0,1645220830678.0,,,,,,False,False,False,False,True,False
4524,621013dde670ba66f0c1d98d,run1,quiz,False,G55,,,,606605d4808361864cfe3db6,61df8999cc7c1c6984f5f11d,621012b620c6c88777e2b769,$1.28,128.0,43.0,8.0,8.0,2,nu,nu,1.0,0.0,{},1645220827496.0,1645220827496.0,1631.0,1631.0,782,849.0,1645220640676.0,1645220829127.0,,,,,,False,False,False,False,True,False
4525,621013e0e670ba66f0c1d98e,run1,quiz,False,G57,,,,611659cee3513143a375b369,61df8999cc7c1c6984f5f11d,621012bd5867f8541228a3f2,$0.63,63.0,21.0,1.0,1.0,4,ke,ke,1.0,0.0,{},1645220828325.0,1645220828325.0,3326.0,3326.0,1902,1424.0,1645220662737.0,1645220831651.0,,,,,,False,False,False,False,True,False
